cID,dID,sID,headID,startTime,endTime,ip_len
1032,1032C,10C,10321223860C,122.386,122.686,NA
1032,1032C,10C,10321675970C,167.597,168.264,NA
1032,1032C,10C,10321688320C,168.832,169.232,NA
1032,1032C,10C,10322601540C,260.154,260.588,NA
1032,1032C,10C,10322619230C,261.923,262.29,NA
1032,1032C,10C,10323619540C,361.954,362.788,NA
1032,1032C,10C,10323865780C,386.578,386.778,NA
1032,1032C,10C,10323967210C,396.721,396.921,NA
1032,1032C,10C,10323985230C,398.523,398.957,NA
1032,1032C,10C,10323999580C,399.958,400.158,NA
1032,1032C,10C,10324089330C,408.933,409.334,NA
1032,1032C,10C,10324116690C,411.669,411.97,NA
1032,1032C,10C,10324181420C,418.142,418.376,NA
1032,1032C,10C,10324187760C,418.776,419.077,NA
1032,1032C,10C,10324207450C,420.745,421.012,NA
1032,1032C,10C,10324255160C,425.516,425.783,NA
1032,1032C,10C,10324289530C,428.953,429.253,NA
1032,1032C,10C,10324299540C,429.954,430.221,NA
1032,1032C,10C,10324322230C,432.223,433.19,NA
1032,1032C,10C,10324355590C,435.559,435.693,NA
1032,1032C,10C,10324452020C,445.202,445.669,NA
1032,1032C,10C,10324486050C,448.605,448.906,NA
1032,1032C,10C,10324508080C,450.808,451.375,NA
1032,1032C,10C,10324524090C,452.409,453.01,NA
1032,1032C,10C,10324536770C,453.677,453.944,NA
1032,1032C,10C,10324595830C,459.583,459.916,NA
1032,1032C,10C,10324771330C,477.133,477.467,NA
1032,1032C,10C,10324833390C,483.339,483.907,NA
1032,1032C,10C,10324861090C,486.109,486.543,NA
1032,1032C,10C,10324929150C,492.915,493.082,NA
1032,1032C,10C,10325055280C,505.528,506.462,NA
1032,1032C,10C,10325087640C,508.764,509.231,NA
1032,1032C,10C,10325102320C,510.232,510.533,NA
1032,1032C,10C,10325207430C,520.743,521.61,NA
1032,1032C,10C,10325303850C,530.385,530.719,NA
1032,1032C,10C,10325337550C,533.755,534.022,NA
1032,1032C,10C,10325547430C,554.743,555.677,NA
1032,1032C,10C,10325596140C,559.614,559.948,NA
1032,1032C,10C,10325617160C,561.716,561.95,NA
1132,1132A,11A,11320080410A,8.041,8.341,NA
1132,1132A,11A,11320373690A,37.369,37.503,NA
1132,1132A,11A,11320419740A,41.974,42.341,NA
1132,1132A,11A,11320441090A,44.109,44.276,NA
1132,1132A,11A,11320513830A,51.383,51.784,NA
1132,1132A,11A,11320699010A,69.901,70.502,NA
1132,1132A,11A,11320846490A,84.649,86.451,NA
1132,1132A,11A,11321134440A,113.444,113.878,NA
1132,1132A,11A,11321448750A,144.875,145.075,NA
1132,1132A,11A,11321540840A,154.084,154.484,NA
1132,1132A,11A,11321572870A,157.287,157.721,NA
1132,1132A,11A,11321582540A,158.254,158.788,NA
1132,1132A,11A,11321592220A,159.222,159.689,NA
1132,1132A,11A,11321686980A,168.698,169.232,NA
1132,1132A,11A,11321727350A,172.735,173.269,NA
1132,1132A,11A,11321737360A,173.736,174.07,NA
1132,1132A,11A,11321752380A,175.238,176.005,NA
1132,1132A,11A,11321823110A,182.311,182.512,NA
1132,1132A,11A,11321934220A,193.422,193.656,NA
1132,1132A,11A,11322072690A,207.269,207.469,NA
1132,1132A,11A,11322088370A,208.837,209.471,NA
1132,1132A,11A,11322260210A,226.021,226.321,NA
1132,1132A,11A,11322267220A,226.722,227.089,NA
1132,1132A,11A,11322377660A,237.766,238.5,NA
1132,1132A,11A,11322391670A,239.167,239.401,NA
1132,1132A,11A,11322410360A,241.036,241.436,NA
1132,1132A,11A,11322417700A,241.77,242.003,NA
1132,1132A,11A,11322428370A,242.837,243.037,NA
1132,1132A,11A,11322485100A,248.51,249.01,NA
1132,1132A,11A,11322599540A,259.954,260.888,NA
1132,1132A,11A,11322625900A,262.59,262.99,NA
1132,1132A,11A,11322648590A,264.859,264.992,NA
1132,1132A,11A,11322666610A,266.661,268.296,NA
1132,1132A,11A,11322836770A,283.677,284.211,NA
1132,1132A,11A,11322886490A,288.649,289.383,NA
1132,1132A,11A,11323150750A,315.075,315.575,NA
1132,1132A,11A,11323248180A,324.818,325.084,NA
1132,1132A,11A,11323509100A,350.91,351.41,NA
1132,1132A,11A,11323540800A,354.08,354.413,NA
1132,1132A,11A,11323559150A,355.915,356.649,NA
1132,1132A,11A,11323952530A,395.253,396.187,NA
1132,1132A,11A,11323992900A,399.29,400.258,NA
1132,1132A,11A,11324004920A,400.492,401.159,NA
1132,1132A,11A,11324022930A,402.293,402.761,NA
1132,1132A,11A,11324034280A,403.428,403.895,NA
1132,1132A,11A,11324114690A,411.469,411.669,NA
1132,1132A,11A,11324140720A,414.072,414.205,NA
1132,1132A,11A,11324465030A,446.503,446.77,NA
1132,1132A,11A,11324504070A,450.407,450.741,NA
1132,1132A,11A,11325084640A,508.464,509.231,NA
1132,1132A,11A,11325102660A,510.266,510.399,NA
1132,1132A,11A,11325115000A,511.5,511.701,NA
1132,1132A,11A,11325158380A,515.838,516.472,NA
1132,1132A,11A,11325345230A,534.523,535.791,NA
1132,1132A,11A,11325385600A,538.56,539.394,NA
1132,1132A,11A,11325473690A,547.369,547.869,NA
1132,1132A,11A,11325537080A,553.708,554.142,NA
1132,1132A,11A,11325555770A,555.577,555.944,NA
1132,1132B,11B,11320056050B,5.605,5.772,NA
1132,1132B,11B,11320141470B,14.147,14.314,NA
1132,1132B,11B,11320187850B,18.785,19.152,NA
1132,1132B,11B,11320204200B,20.42,20.586,NA
1132,1132B,11B,11320401050B,40.105,40.272,NA
1132,1132B,11B,11320424080B,42.408,43.008,NA
1132,1132B,11B,11320436760B,43.676,45.277,NA
1132,1132B,11B,11320483140B,48.314,48.514,NA
1132,1132B,11B,11320491140B,49.114,49.248,NA
1132,1132B,11B,11320498150B,49.815,50.716,NA
1132,1132B,11B,11320544200B,54.42,56.722,NA
1132,1132B,11B,11320631950B,63.195,64.763,NA
1132,1132B,11B,11320671320B,67.132,67.366,NA
1132,1132B,11B,11320711030B,71.103,71.203,NA
1132,1132B,11B,11320726710B,72.671,72.904,NA
1132,1132B,11B,11320768750B,76.875,77.108,NA
1132,1132B,11B,11320781090B,78.109,78.643,NA
1132,1132B,11B,11320838820B,83.882,84.349,NA
1132,1132B,11B,11320855170B,85.517,85.85,NA
1132,1132B,11B,11320949260B,94.926,95.493,NA
1132,1132B,11B,11320974950B,97.495,97.662,NA
1132,1132B,11B,11320983630B,98.363,98.463,NA
1132,1132B,11B,11321001640B,100.164,100.398,NA
1132,1132B,11B,11321026670B,102.667,103.034,NA
1132,1132B,11B,11321071710B,107.171,107.405,NA
1132,1132B,11B,11321105410B,110.541,111.208,NA
1132,1132B,11B,11321176810B,117.681,118.249,NA
1132,1132B,11B,11321195170B,119.517,119.717,NA
1132,1132B,11B,11321260560B,126.056,126.19,NA
1132,1132B,11B,11321290930B,129.093,129.293,NA
1132,1132B,11B,11321300270B,130.027,130.427,NA
1132,1132B,11B,11321334300B,133.43,134.898,NA
1132,1132B,11B,11321360660B,136.066,140.037,NA
1132,1132B,11B,11321411380B,141.138,141.438,NA
1132,1132B,11B,11321442410B,144.241,144.675,NA
1132,1132B,11B,11321459090B,145.909,146.743,NA
1132,1132B,11B,11321554520B,155.452,155.619,NA
1132,1132B,11B,11321574540B,157.454,158.989,NA
1132,1132B,11B,11321702330B,170.233,170.567,NA
1132,1132B,11B,11321724680B,172.468,172.669,NA
1132,1132B,11B,11321732360B,173.236,173.469,NA
1132,1132B,11B,11321740700B,174.07,174.237,NA
1132,1132B,11B,11321754710B,175.471,175.772,NA
1132,1132B,11B,11321839800B,183.98,184.113,NA
1132,1132B,11B,11321902520B,190.252,191.187,NA
1132,1132B,11B,11321969260B,196.926,197.193,NA
1132,1132B,11B,11322003290B,200.329,201.53,NA
1132,1132B,11B,11322075360B,207.536,208.837,NA
1132,1132B,11B,11322510790B,251.079,251.646,NA
1132,1132B,11B,11322549160B,254.916,255.216,NA
1132,1132B,11B,11322662600B,266.26,266.527,NA
1132,1132B,11B,11322685620B,268.562,268.729,NA
1132,1132B,11B,11322700970B,270.097,270.798,NA
1132,1132B,11B,11322782390B,278.239,278.672,NA
1132,1132B,11B,11322841110B,284.111,284.311,NA
1132,1132B,11B,11322888490B,288.849,289.483,NA
1132,1132B,11B,11322908180B,290.818,293.854,NA
1132,1132B,11B,11322969900B,296.99,297.191,NA
1132,1132B,11B,11323010280B,301.028,301.428,NA
1132,1132B,11B,11323030630B,303.063,303.363,NA
1132,1132B,11B,11323062990B,306.299,306.767,NA
1132,1132B,11B,11323183450B,318.345,318.411,NA
1132,1132B,11B,11323191450B,319.145,321.381,NA
1132,1132B,11B,11323230490B,323.049,323.917,NA
1132,1132B,11B,11323247170B,324.717,328.321,NA
1132,1132B,11B,11323294550B,329.455,329.822,NA
1132,1132B,11B,11323353950B,335.395,335.695,NA
1132,1132B,11B,11323369630B,336.963,337.296,NA
1132,1132B,11B,11323425020B,342.502,343.069,NA
1132,1132B,11B,11323469060B,346.906,347.139,NA
1132,1132B,11B,11323543460B,354.346,355.114,NA
1132,1132B,11B,11323579170B,357.917,358.317,NA
1132,1132B,11B,11323595180B,359.518,360.219,NA
1132,1132B,11B,11323608530B,360.853,361.153,NA
1132,1132B,11B,11323633220B,363.322,364.189,NA
1132,1132B,11B,11323649230B,364.923,365.791,NA
1132,1132B,11B,11323670260B,367.026,369.028,NA
1132,1132B,11B,11323699280B,369.928,371.43,NA
1132,1132B,11B,11323741330B,374.133,375.3,NA
1132,1132B,11B,11323817400B,381.74,387.946,NA
1132,1132B,11B,11323904480B,390.448,390.649,NA
1132,1132B,11B,11323941190B,394.119,394.386,NA
1132,1132B,11B,11323956870B,395.687,396.821,NA
1132,1132B,11B,11324010920B,401.092,402.394,NA
1132,1132B,11B,11324031610B,403.161,405.43,NA
1132,1132B,11B,11324065980B,406.598,406.965,NA
1132,1132B,11B,11324144720B,414.472,414.739,NA
1132,1132B,11B,11324265500B,426.55,426.684,NA
1132,1132B,11B,11324280190B,428.019,428.252,NA
1132,1132B,11B,11324342910B,434.291,434.525,NA
1132,1132B,11B,11324369940B,436.994,437.194,NA
1132,1132B,11B,11324423990B,442.399,442.566,NA
1132,1132B,11B,11324445680B,444.568,445.235,NA
1132,1132B,11B,11324500400B,450.04,450.507,NA
1132,1132B,11B,11324515420B,451.542,451.942,NA
1132,1132B,11B,11324542780B,454.278,454.545,NA
1132,1132B,11B,11324604170B,460.417,463.587,NA
1132,1132B,11B,11324655220B,465.522,466.189,NA
1132,1132B,11B,11324692260B,469.226,469.426,NA
1132,1132B,11B,11324699930B,469.993,470.594,NA
1132,1132B,11B,11324749650B,474.965,475.665,NA
1132,1132B,11B,11324792690B,479.269,479.469,NA
1132,1132B,11B,11324806370B,480.637,481.004,NA
1132,1132B,11B,11324864760B,486.476,486.643,NA
1132,1132B,11B,11324880770B,488.077,488.344,NA
1132,1132B,11B,11324920480B,492.048,492.615,NA
1132,1132B,11B,11324950840B,495.084,495.318,NA
1132,1132B,11B,11324979870B,497.987,498.755,NA
1132,1132B,11B,11325001560B,500.156,500.456,NA
1132,1132B,11B,11325011900B,501.19,501.591,NA
1132,1132B,11B,11325058280B,505.828,506.095,NA
1132,1132B,11B,11325063950B,506.395,506.896,NA
1132,1132B,11B,11325078630B,507.863,508.097,NA
1132,1132B,11B,11325093650B,509.365,511.667,NA
1132,1132B,11B,11325154040B,515.404,518.941,NA
1132,1132B,11B,11325326540B,532.654,533.021,NA
1132,1132B,11B,11325354900B,535.49,535.991,NA
1132,1132B,11B,11325362250B,536.225,536.858,NA
1132,1132B,11B,11325486370B,548.637,549.371,NA
1132,1132B,11B,11325520400B,552.04,555.977,NA
1132,1132B,11B,11325571450B,557.145,561.082,NA
1132,1132B,11B,11325633840B,563.384,566.488,NA
1132,1132C,11C,11320139470C,13.947,14.213,NA
1132,1132C,11C,11320544860C,54.486,54.72,NA
1132,1132C,11C,11320706350C,70.635,70.836,NA
1132,1132C,11C,11320725710C,72.571,72.637,NA
1132,1132C,11C,11320831810C,83.181,83.314,NA
1132,1132C,11C,11320851830C,85.183,85.483,NA
1132,1132C,11C,11320861170C,86.117,86.284,NA
1132,1132C,11C,11320922900C,92.29,92.49,NA
1132,1132C,11C,11320952260C,95.226,95.326,NA
1132,1132C,11C,11321023660C,102.366,102.5,NA
1132,1132C,11C,11321069040C,106.904,107.104,NA
1132,1132C,11C,11321110420C,111.042,111.309,NA
1132,1132C,11C,11321177150C,117.715,117.815,NA
1132,1132C,11C,11321285920C,128.592,128.926,NA
1132,1132C,11C,11321333970C,133.397,133.597,NA
1132,1132C,11C,11321380680C,138.068,138.402,NA
1132,1132C,11C,11321501470C,150.147,150.28,NA
1132,1132C,11C,11321880500C,188.05,188.284,NA
1132,1132C,11C,11322268880C,226.888,227.055,NA
1132,1132C,11C,11322332950C,233.295,233.628,NA
1132,1132C,11C,11322562170C,256.217,256.384,NA
1132,1132C,11C,11324064640C,406.464,406.598,NA
1132,1132C,11C,11324142380C,414.238,414.472,NA
1132,1132C,11C,11324225470C,422.547,422.647,NA
1132,1132C,11C,11324291200C,429.12,429.487,NA
1132,1132C,11C,11324328570C,432.857,433.124,NA
1132,1132C,11C,11324348250C,434.825,435.059,NA
1132,1132C,11C,11324371280C,437.128,437.228,NA
1132,1132C,11C,11324547450C,454.745,455.078,NA
1132,1132C,11C,11324596500C,459.65,459.916,NA
1132,1132C,11C,11324628860C,462.886,463.02,NA
1132,1132C,11C,11324696260C,469.626,469.726,NA
1132,1132C,11C,11324751980C,475.198,475.298,NA
1132,1132C,11C,11324998560C,499.856,500.022,NA
1132,1132C,11C,11325059280C,505.928,506.095,NA
1132,1132C,11C,11325102660C,510.266,510.499,NA
1132,1132C,11C,11325359910C,535.991,536.124,NA
1132,1132C,11C,11325481030C,548.103,548.37,NA
1132,1132C,11C,11325521730C,552.173,552.374,NA
1132,1132C,11C,11325598810C,559.881,560.115,NA
1132,1132C,11C,11325658200C,565.82,566.254,NA
1232,1232A,12A,12320082740A,8.274,8.374,NA
1232,1232A,12A,12320223210A,22.321,22.422,NA
1232,1232A,12A,12320229550A,22.955,23.322,NA
1232,1232A,12A,12320300960A,30.096,30.363,NA
1232,1232A,12A,12320333320A,33.332,33.566,NA
1232,1232A,12A,12320365690A,36.569,36.769,NA
1232,1232A,12A,12320383700A,38.37,38.537,NA
1232,1232A,12A,12320407730A,40.773,40.873,NA
1232,1232A,12A,12320514830A,51.483,51.717,NA
1232,1232A,12A,12320569550A,56.955,57.156,NA
1232,1232A,12A,12320585900A,58.59,58.69,NA
1232,1232A,12A,12320591910A,59.191,59.358,NA
1232,1232A,12A,12320680330A,68.033,68.2,NA
1232,1232A,12A,12320715030A,71.503,71.77,NA
1232,1232A,12A,12320775090A,77.509,77.709,NA
1232,1232A,12A,12320827470A,82.747,83.048,NA
1232,1232A,12A,12320873850A,87.385,87.519,NA
1232,1232A,12A,12320898540A,89.854,90.088,NA
1232,1232A,12A,12320934910A,93.491,93.691,NA
1232,1232A,12A,12321020660A,102.066,102.2,NA
1232,1232A,12A,12321160470A,116.047,116.313,NA
1232,1232A,12A,12321169140A,116.914,117.148,NA
1232,1232A,12A,12321176150A,117.615,117.715,NA
1232,1232A,12A,12321209850A,120.985,121.018,NA
1232,1232A,12A,12321248550A,124.855,125.022,NA
1232,1232A,12A,12321441410A,144.141,144.408,NA
1232,1232A,12A,12321736030A,173.603,173.97,NA
1232,1232A,12A,12321826120A,182.612,182.712,NA
1232,1232A,12A,12321830450A,183.045,183.679,NA
1232,1232A,12A,12321860480A,186.048,186.449,NA
1232,1232A,12A,12321880840A,188.084,188.384,NA
1232,1232A,12A,12321945230A,194.523,194.757,NA
1232,1232A,12A,12321957250A,195.725,196.125,NA
1232,1232A,12A,12322019640A,201.964,202.164,NA
1232,1232A,12A,12322197480A,219.748,219.881,NA
1232,1232A,12A,12322317930A,231.793,231.827,NA
1232,1232A,12A,12322327610A,232.761,232.961,NA
1232,1232A,12A,12322636580A,263.658,263.825,NA
1232,1232A,12A,12322707310A,270.731,270.931,NA
1232,1232A,12A,12322849120A,284.912,285.079,NA
1232,1232A,12A,12322913850A,291.385,291.485,NA
1232,1232A,12A,12322998600A,299.86,300.093,NA
1232,1232A,12A,12323063660A,306.366,306.566,NA
1232,1232A,12A,12323081010A,308.101,308.201,NA
1232,1232A,12A,12323255180A,325.518,325.819,NA
1232,1232A,12A,12323328590A,332.859,333.493,NA
1232,1232A,12A,12323459380A,345.938,346.172,NA
1232,1232A,12A,12323469730A,346.973,347.173,NA
1232,1232A,12A,12323562820A,356.282,356.482,NA
1232,1232A,12A,12323682270A,368.227,368.494,NA
1232,1232A,12A,12323703620A,370.362,370.629,NA
1232,1232A,12A,12323789040A,378.904,379.238,NA
1232,1232A,12A,12323941850A,394.185,394.352,NA
1232,1232A,12A,12323971880A,397.188,397.389,NA
1232,1232A,12A,12323982230A,398.223,398.289,NA
1232,1232A,12A,12324051300A,405.13,405.263,NA
1232,1232A,12A,12324232140A,423.214,423.347,NA
1232,1232A,12A,12324263500A,426.35,426.484,NA
1232,1232A,12A,12324419990A,441.999,442.132,NA
1232,1232A,12A,12324918810A,491.881,492.081,NA
1232,1232A,12A,12324922480A,492.248,492.448,NA
1232,1232A,12A,12324936500A,493.65,493.883,NA
1232,1232A,12A,12324955180A,495.518,495.752,NA
1232,1232A,12A,12324976530A,497.653,498.054,NA
1232,1232A,12A,12325014240A,501.424,501.624,NA
1232,1232A,12A,12325032590A,503.259,503.793,NA
1232,1232A,12A,12325047270A,504.727,504.894,NA
1232,1232A,12A,12325094650A,509.465,509.865,NA
1232,1232A,12A,12325147030A,514.703,514.904,NA
1232,1232A,12A,12325369920A,536.992,537.125,NA
1232,1232A,12A,12325397950A,539.795,540.062,NA
1232,1232A,12A,12325481700A,548.17,548.503,NA
1232,1232A,12A,12325536080A,553.608,553.742,NA
1232,1232A,12A,12325622830A,562.283,562.851,NA
1232,1232B,12B,12320039030B,3.903,5.004,NA
1232,1232B,12B,12320074400B,7.44,7.941,NA
1232,1232B,12B,12320091420B,9.142,9.342,NA
1232,1232B,12B,12320109100B,10.91,11.277,NA
1232,1232B,12B,12320115440B,11.544,11.844,NA
1232,1232B,12B,12320320980B,32.098,32.331,NA
1232,1232B,12B,12320335990B,33.599,33.866,NA
1232,1232B,12B,12320366690B,36.669,37.536,NA
1232,1232B,12B,12320543190B,54.319,55.22,NA
1232,1232B,12B,12320618600B,61.86,62.427,NA
1232,1232B,12B,12320712360B,71.236,71.47,NA
1232,1232B,12B,12320845160B,84.516,84.849,NA
1232,1232B,12B,12321024000B,102.4,102.633,NA
1232,1232B,12B,12321145120B,114.512,115.012,NA
1232,1232B,12B,12321166800B,116.68,116.881,NA
1232,1232B,12B,12321171810B,117.181,117.982,NA
1232,1232B,12B,12321432060B,143.206,143.307,NA
1232,1232B,12B,12321499460B,149.946,150.347,NA
1232,1232B,12B,12321547840B,154.784,155.986,NA
1232,1232B,12B,12321588880B,158.888,159.422,NA
1232,1232B,12B,12321597230B,159.723,160.09,NA
1232,1232B,12B,12321643940B,164.394,164.627,NA
1232,1232B,12B,12321693320B,169.332,169.933,NA
1232,1232B,12B,12321722350B,172.235,172.769,NA
1232,1232B,12B,12321747040B,174.704,175.171,NA
1232,1232B,12B,12321772060B,177.206,177.64,NA
1232,1232B,12B,12321790080B,179.008,180.109,NA
1232,1232B,12B,12321812770B,181.277,182.445,NA
1232,1232B,12B,12321840130B,184.013,185.047,NA
1232,1232B,12B,12321874830B,187.483,188.217,NA
1232,1232B,12B,12321944230B,194.423,194.757,NA
1232,1232B,12B,12321951910B,195.191,197.626,NA
1232,1232B,12B,12322010630B,201.063,202.698,NA
1232,1232B,12B,12322074030B,207.403,207.87,NA
1232,1232B,12B,12322101390B,210.139,211.407,NA
1232,1232B,12B,12322123410B,212.341,212.641,NA
1232,1232B,12B,12322129750B,212.975,213.308,NA
1232,1232B,12B,12322166120B,216.612,217.412,NA
1232,1232B,12B,12322203820B,220.382,220.882,NA
1232,1232B,12B,12322222500B,222.25,222.951,NA
1232,1232B,12B,12322261880B,226.188,227.389,NA
1232,1232B,12B,12322294240B,229.424,230.125,NA
1232,1232B,12B,12322324600B,232.46,232.861,NA
1232,1232B,12B,12322409690B,240.969,241.269,NA
1232,1232B,12B,12322449060B,244.906,245.406,NA
1232,1232B,12B,12322493100B,249.31,249.711,NA
1232,1232B,12B,12322537480B,253.748,254.182,NA
1232,1232B,12B,12322626570B,262.657,262.957,NA
1232,1232B,12B,12322660930B,266.093,266.594,NA
1232,1232B,12B,12322743680B,274.368,274.769,NA
1232,1232B,12B,12322800740B,280.074,280.307,NA
1232,1232B,12B,12322916180B,291.618,292.519,NA
1232,1232B,12B,12322991590B,299.159,300.594,NA
1232,1232B,12B,12323061660B,306.166,306.433,NA
1232,1232B,12B,12323090690B,309.069,309.669,NA
1232,1232B,12B,12323117380B,311.738,312.439,NA
1232,1232B,12B,12323239170B,323.917,324.117,NA
1232,1232B,12B,12323253510B,325.351,325.852,NA
1232,1232B,12B,12323284210B,328.421,328.755,NA
1232,1232B,12B,12323326920B,332.692,333.192,NA
1232,1232B,12B,12323364290B,336.429,337.23,NA
1232,1232B,12B,12323459050B,345.905,346.572,NA
1232,1232B,12B,12323474060B,347.406,348.14,NA
1232,1232B,12B,12323526450B,352.645,353.179,NA
1232,1232B,12B,12323581170B,358.117,358.25,NA
1232,1232B,12B,12323591850B,359.185,359.518,NA
1232,1232B,12B,12323612200B,361.22,362.054,NA
1232,1232B,12B,12323762680B,376.268,376.735,NA
1232,1232B,12B,12323802380B,380.238,381.306,NA
1232,1232B,12B,12323850770B,385.077,385.777,NA
1232,1232B,12B,12323886470B,388.647,388.98,NA
1232,1232B,12B,12323896140B,389.614,391.249,NA
1232,1232B,12B,12323989570B,398.957,399.357,NA
1232,1232B,12B,12324052960B,405.296,408.399,NA
1232,1232B,12B,12324108350B,410.835,411.069,NA
1232,1232B,12B,12324116360B,411.636,412.27,NA
1232,1232B,12B,12324137050B,413.705,414.205,NA
1232,1232B,12B,12324173750B,417.375,417.875,NA
1232,1232B,12B,12324200110B,420.011,421.412,NA
1232,1232B,12B,12324257830B,425.783,426.083,NA
1232,1232B,12B,12324268840B,426.884,427.718,NA
1232,1232B,12B,12324279850B,427.985,428.586,NA
1232,1232B,12B,12324307210B,430.721,430.921,NA
1232,1232B,12B,12324320890B,432.089,432.656,NA
1232,1232B,12B,12324333910B,433.391,434.225,NA
1232,1232B,12B,12324349920B,434.992,435.559,NA
1232,1232B,12B,12324419990B,441.999,443.434,NA
1232,1232B,12B,12324448350B,444.835,445.736,NA
1232,1232B,12B,12324514420B,451.442,452.81,NA
1232,1232B,12B,12324561460B,456.146,456.813,NA
1232,1232B,12B,12324590820B,459.082,460.984,NA
1232,1232B,12B,12324685250B,468.525,468.925,NA
1232,1232B,12B,12324728630B,472.863,475.732,NA
1232,1232B,12B,12324775000B,477.5,478.468,NA
1232,1232B,12B,12324867090B,486.709,486.843,NA
1232,1232B,12B,12324920480B,492.048,492.415,NA
1232,1232B,12B,12324931820B,493.182,493.583,NA
1232,1232B,12B,12325085310B,508.531,509.231,NA
1232,1232B,12B,12325114000B,511.4,511.767,NA
1232,1232B,12B,12325151040B,515.104,515.604,NA
1232,1232B,12B,12325165050B,516.505,517.039,NA
1232,1232B,12B,12325228450B,522.845,524.346,NA
1232,1232B,12B,12325281830B,528.183,528.484,NA
1232,1232B,12B,12325300180B,530.018,530.552,NA
1232,1232B,12B,12325339560B,533.956,534.456,NA
1232,1232B,12B,12325375930B,537.593,538.36,NA
1232,1232B,12B,12325394280B,539.428,539.962,NA
1232,1232B,12B,12325412960B,541.296,541.997,NA
1232,1232B,12B,12325435980B,543.598,544.199,NA
1232,1232B,12B,12325452330B,545.233,545.7,NA
1232,1232B,12B,12325497040B,549.704,551.306,NA
1232,1232B,12B,12325539090B,553.909,554.242,NA
1232,1232B,12B,12325560110B,556.011,556.344,NA
1232,1232B,12B,12325620830B,562.083,562.817,NA
1232,1232B,12B,12325644860B,564.486,564.786,NA
1232,1232C,12C,12320023350C,2.335,2.602,NA
1232,1232C,12C,12320036700C,3.67,4.104,NA
1232,1232C,12C,12320929910C,92.991,93.157,NA
1232,1232C,12C,12321140110C,114.011,114.412,NA
1232,1232C,12C,12321166800C,116.68,116.981,NA
1232,1232C,12C,12321668630C,166.863,167.33,NA
1232,1232C,12C,12321689650C,168.965,169.265,NA
1232,1232C,12C,12321778740C,177.874,178.074,NA
1232,1232C,12C,12321838800C,183.88,184.447,NA
1232,1232C,12C,12322299580C,229.958,230.058,NA
1232,1232C,12C,12322348290C,234.829,235.263,NA
1232,1232C,12C,12322378320C,237.832,238.166,NA
1232,1232C,12C,12322388330C,238.833,239.2,NA
1232,1232C,12C,12322396340C,239.634,242.437,NA
1232,1232C,12C,12322462740C,246.274,248.076,NA
1232,1232C,12C,12322483090C,248.309,249.077,NA
1232,1232C,12C,12322495110C,249.511,249.844,NA
1232,1232C,12C,12322501440C,250.144,250.545,NA
1232,1232C,12C,12322535140C,253.514,253.982,NA
1232,1232C,12C,12322576180C,257.618,258.519,NA
1232,1232C,12C,12322626570C,262.657,263.825,NA
1232,1232C,12C,12322645920C,264.592,265.026,NA
1232,1232C,12C,12322704640C,270.464,270.998,NA
1232,1232C,12C,12322731340C,273.134,273.968,NA
1232,1232C,12C,12322744350C,274.435,274.935,NA
1232,1232C,12C,12322787060C,278.706,280.975,NA
1232,1232C,12C,12322860130C,286.013,286.847,NA
1232,1232C,12C,12322889160C,288.916,293.487,NA
1232,1232C,12C,12322973570C,297.357,299.192,NA
1232,1232C,12C,12323055320C,305.532,305.999,NA
1232,1232C,12C,12323079680C,307.968,308.201,NA
1232,1232C,12C,12323093690C,309.369,309.569,NA
1232,1232C,12C,12323099030C,309.903,310.203,NA
1232,1232C,12C,12323103370C,310.337,310.704,NA
1232,1232C,12C,12323148410C,314.841,315.075,NA
1232,1232C,12C,12323285880C,328.588,328.855,NA
1232,1232C,12C,12323454040C,345.404,347.006,NA
1232,1232C,12C,12323510770C,351.077,352.144,NA
1232,1232C,12C,12323553810C,355.381,357.149,NA
1232,1232C,12C,12323582170C,358.217,358.484,NA
1232,1232C,12C,12323685600C,368.56,368.961,NA
1232,1232C,12C,12323711960C,371.196,371.563,NA
1232,1232C,12C,12323820070C,382.007,382.274,NA
1232,1232C,12C,12323862780C,386.278,386.711,NA
1232,1232C,12C,12323886800C,388.68,389.014,NA
1232,1232C,12C,12323896810C,389.681,390.215,NA
1232,1232C,12C,12323969880C,396.988,397.255,NA
1232,1232C,12C,12324033280C,403.328,403.828,NA
1232,1232C,12C,12324045620C,404.562,405.63,NA
1232,1232C,12C,12324095340C,409.534,409.901,NA
1232,1232C,12C,12324142050C,414.205,414.439,NA
1232,1232C,12C,12324159730C,415.973,416.574,NA
1232,1232C,12C,12324172750C,417.275,417.575,NA
1232,1232C,12C,12324213120C,421.312,421.846,NA
1232,1232C,12C,12324265500C,426.55,426.984,NA
1232,1232C,12C,12324307210C,430.721,430.855,NA
1232,1232C,12C,12324403640C,440.364,440.798,NA
1232,1232C,12C,12324562130C,456.213,456.847,NA
1232,1232C,12C,12324575140C,457.514,459.449,NA
1232,1232C,12C,12324656550C,465.655,467.791,NA
1232,1232C,12C,12324701270C,470.127,470.527,NA
1232,1232C,12C,12324732960C,473.296,473.897,NA
1232,1232C,12C,12324772330C,477.233,477.734,NA
1232,1232C,12C,12325386600C,538.66,538.827,NA
1232,1232C,12C,12325640180C,564.018,564.319,NA
0131,0131A,01A,01310318900A,31.89,32.17,NA
0131,0131A,01A,01310436800A,43.68,44.2,NA
0131,0131A,01A,01310478810A,47.881,48.181,NA
