cID,dID,sID,headID,startTime,endTime,ip_len
0132,0132A,01A,01320037700A,3.77,4.838,5
0132,0132A,01A,01320098430A,9.843,10.31,2
0132,0132A,01A,01321502800A,150.28,150.914,3
0132,0132A,01A,01323086680A,308.668,309.236,5
0132,0132A,01A,01323934180A,393.418,393.652,3
0132,0132B,01B,01320142470B,14.247,15.448,2
0132,0132B,01B,01320158480B,15.848,16.983,2
0132,0132B,01B,01320186180B,18.618,18.985,1
0132,0132B,01B,01320281600B,28.16,29.895,6
0132,0132B,01B,01320330320B,33.032,37.169,26
0132,0132B,01B,01320615600B,61.56,61.76,2
0132,0132B,01B,01320694010B,69.401,69.801,1
0132,0132B,01B,01320720370B,72.037,72.838,3
0132,0132B,01B,01320769080B,76.908,78.076,5
0132,0132B,01B,01320998310B,99.831,100.998,5
0132,0132B,01B,01321632260B,163.226,165.361,7
0132,0132B,01B,01321699330B,169.933,173.87,13
0132,0132B,01B,01323150410B,315.041,317.444,8
0132,0132B,01B,01323268860B,326.886,329.222,7
0132,0132B,01B,01323935180B,393.518,394.753,5
0132,0132B,01B,01324272180B,427.218,428.085,3
0132,0132B,01B,01324313890B,431.389,433.524,8
0132,0132B,01B,01324619180B,461.918,462.519,2
0132,0132B,01B,01324808370B,480.837,483.206,7
0132,0132B,01B,01324900130B,490.013,493.416,20
0132,0132B,01B,01324951510B,495.151,497.22,12
0132,0132B,01B,01325064620B,506.462,509.065,14
0132,0132B,01B,01325185070B,518.507,519.575,6
0132,0132B,01B,01325516060B,551.606,553.341,5
0132,0132C,01C,01320952930C,95.293,96.661,8
0132,0132C,01C,01321207510C,120.751,121.785,6
0132,0132C,01C,01321245550C,124.555,125.222,5
0132,0132C,01C,01321266570C,126.657,127.224,3
0132,0132C,01C,01321380350C,138.035,138.635,2
0132,0132C,01C,01321868490C,186.849,187.516,3
0132,0132C,01C,01321911530C,191.153,191.52,2
0132,0132C,01C,01321938230C,193.823,194.29,2
0132,0132C,01C,01322026980C,202.698,208.837,30
0132,0132C,01C,01322108730C,210.873,212.241,9
0132,0132C,01C,01322319930C,231.993,232.494,3
0132,0132C,01C,01322346630C,234.663,235.063,3
0132,0132C,01C,01322389000C,238.9,239.501,4
0132,0132C,01C,01322450390C,245.039,246.007,5
0132,0132C,01C,01322483760C,248.376,248.61,2
0132,0132C,01C,01322532140C,253.214,258.019,28
0132,0132C,01C,01322590200C,259.02,260.288,8
0132,0132C,01C,01322647250C,264.725,265.66,6
0132,0132C,01C,01322772040C,277.204,277.538,2
0132,0132C,01C,01322821760C,282.176,282.776,4
0132,0132C,01C,01323204130C,320.413,321.681,2
0132,0132C,01C,01323250180C,325.018,325.952,4
0132,0132C,01C,01323273010C,327.301,328.086,3
0132,0132C,01C,01323287210C,328.721,329.455,4
0132,0132C,01C,01323332260C,333.226,333.693,2
0132,0132C,01C,01323418680C,341.868,342.268,2
0132,0132C,01C,01323460050C,346.005,346.439,2
0132,0132C,01C,01323501760C,350.176,350.943,4
0132,0132C,01C,01323545470C,354.547,356.282,11
0132,0132C,01C,01323574500C,357.45,357.917,3
0132,0132C,01C,01323587510C,358.751,359.084,2
0132,0132C,01C,01323640560C,364.056,364.623,4
0132,0132C,01C,01323869780C,386.978,387.212,1
0132,0132C,01C,01324271840C,427.184,427.818,4
0132,0132C,01C,01324367940C,436.794,438.929,15
0132,0132C,01C,01324870430C,487.043,487.41,2
0132,0132C,01C,01325178730C,517.873,518.44,4
0132,0132C,01C,01325418630C,541.863,542.331,2
0132,0132C,01C,01325456670C,545.667,546.301,4
0232,0232A,02A,02322630900A,263.09,263.591,NA
0232,0232A,02A,02322657930A,265.793,266.027,NA
0232,0232A,02A,02322745020A,274.502,275.102,NA
0232,0232A,02A,02322947550A,294.755,295.189,NA
0232,0232A,02A,02323536460A,353.646,354.28,NA
0232,0232B,02B,02320885200B,88.52,88.92,NA
0232,0232B,02B,02320954600B,95.46,95.76,NA
0232,0232B,02B,02321059030B,105.903,106.17,NA
0232,0232B,02B,02321098400B,109.84,110.308,NA
0232,0232B,02B,02321542170B,154.217,154.851,NA
0232,0232B,02B,02321589890B,158.989,159.489,NA
0232,0232B,02B,02321759050B,175.905,177.273,NA
0232,0232B,02B,02321839460B,183.946,184.447,NA
0232,0232B,02B,02321960920B,196.092,196.759,NA
0232,0232B,02B,02321989610B,198.961,200.029,NA
0232,0232B,02B,02322237520B,223.752,224.219,NA
0232,0232B,02B,02322251530B,225.153,225.754,NA
0232,0232B,02B,02322259540B,225.954,226.421,NA
0232,0232B,02B,02322296240B,229.624,230.125,NA
0232,0232B,02B,02322308260B,230.826,231.96,NA
0232,0232B,02B,02322371320B,237.132,238.166,NA
0232,0232B,02B,02322634910B,263.491,265.259,NA
0232,0232B,02B,02322707650B,270.765,271.432,NA
0232,0232B,02B,02322854790B,285.479,286.747,NA
0232,0232B,02B,02322924860B,292.486,293.12,NA
0232,0232B,02B,02322976910B,297.691,298.392,NA
0232,0232B,02B,02323016620B,301.662,302.596,NA
0232,0232B,02B,02323032960B,303.296,304.031,NA
0232,0232B,02B,02323075670B,307.567,308.401,NA
0232,0232B,02B,02323330920B,333.092,333.893,NA
0232,0232B,02B,02323384980B,338.498,338.965,NA
0232,0232B,02B,02323541460B,354.146,355.748,NA
0232,0232B,02B,02323571830B,357.183,357.75,NA
0232,0232B,02B,02323651240B,365.124,366.058,NA
0232,0232B,02B,02323740990B,374.099,376.468,NA
0232,0232B,02B,02323890800B,389.08,390.215,NA
0232,0232B,02B,02324225800B,422.58,423.648,NA
0232,0232B,02B,02324398300B,439.83,440.865,NA
0232,0232B,02B,02324420990B,442.099,442.533,NA
0232,0232B,02B,02324439010B,443.901,444.568,NA
0232,0232B,02B,02324558460B,455.846,456.38,NA
0232,0232B,02B,02324580150B,458.015,458.382,NA
0232,0232B,02B,02324695260B,469.526,470.026,NA
0232,0232B,02B,02324798690B,479.869,480.637,NA
0232,0232B,02B,02324830060B,483.006,483.473,NA
0232,0232B,02B,02324842070B,484.207,484.674,NA
0232,0232B,02B,02324921810B,492.181,494.684,NA
0232,0232B,02B,02324962850B,496.285,498.421,NA
0232,0232B,02B,02325028590B,502.859,503.159,NA
0232,0232B,02B,02325042600B,504.26,504.994,NA
0232,0232B,02B,02325063950B,506.395,507.597,NA
0232,0232B,02B,02325434650B,543.465,545.267,NA
0232,0232B,02B,02325472350B,547.235,548.503,NA
0232,0232B,02B,02325590800B,559.08,559.781,NA
0232,0232B,02B,02325660540B,566.054,566.387,NA
0232,0232C,02C,02320031030C,3.103,4.27,NA
0232,0232C,02C,02320047710C,4.771,5.805,NA
0232,0232C,02C,02320085750C,8.575,9.309,NA
0232,0232C,02C,02320095090C,9.509,10.276,NA
0232,0232C,02C,02320633280C,63.328,64.096,NA
0232,0232C,02C,02320710360C,71.036,71.47,NA
0232,0232C,02C,02320849160C,84.916,85.683,NA
0232,0232C,02C,02321096400C,109.64,110.708,NA
0232,0232C,02C,02321317950C,131.795,133.864,NA
0232,0232C,02C,02321410710C,141.071,141.638,NA
0232,0232C,02C,02321603900C,160.39,160.924,NA
0232,0232C,02C,02321633930C,163.393,163.927,NA
0232,0232C,02C,02321642270C,164.227,165.829,NA
0232,0232C,02C,02321689650C,168.965,169.999,NA
0232,0232C,02C,02321704330C,170.433,171,NA
0232,0232C,02C,02321731360C,173.136,174.604,NA
0232,0232C,02C,02321757380C,175.738,177.206,NA
0232,0232C,02C,02321939230C,193.923,194.423,NA
0232,0232C,02C,02322292240C,229.224,229.591,NA
0232,0232C,02C,02322305250C,230.525,232.127,NA
0232,0232C,02C,02322420700C,242.07,243.171,NA
0232,0232C,02C,02322435380C,243.538,244.139,NA
0232,0232C,02C,02322509790C,250.979,251.346,NA
0232,0232C,02C,02322663270C,266.327,269.23,NA
0232,0232C,02C,02322863130C,286.313,291.385,NA
0232,0232C,02C,02322984250C,298.425,298.926,NA
0232,0232C,02C,02323012950C,301.295,303.797,NA
0232,0232C,02C,02323163090C,316.309,317.577,NA
0232,0232C,02C,02323365620C,336.562,337.663,NA
0232,0232C,02C,02323380640C,338.064,340.6,NA
0232,0232C,02C,02323541130C,354.113,356.649,NA
0232,0232C,02C,02323643560C,364.356,366.425,NA
0232,0232C,02C,02323750000C,375,376.635,NA
0232,0232C,02C,02323893810C,389.381,389.981,NA
0232,0232C,02C,02323919170C,391.917,392.317,NA
0232,0232C,02C,02324076990C,407.699,408.132,NA
0232,0232C,02C,02324292870C,429.287,429.754,NA
0232,0232C,02C,02324408310C,440.831,441.966,NA
0232,0232C,02C,02324689250C,468.925,469.226,NA
0232,0232C,02C,02324698260C,469.826,470.961,NA
0232,0232C,02C,02324778340C,477.834,478.768,NA
0232,0232C,02C,02324820380C,482.038,483.339,NA
0232,0232C,02C,02324846410C,484.641,485.708,NA
0232,0232C,02C,02324889120C,488.912,489.279,NA
0232,0232C,02C,02324962190C,496.219,497.053,NA
0232,0232C,02C,02325025920C,502.592,503.159,NA
0232,0232C,02C,02325399620C,539.962,540.862,NA
0232,0232C,02C,02325483360C,548.336,548.67,NA
0232,0232C,02C,02325508720C,550.872,551.306,NA
0332,0332A,03A,03320234560A,23.456,25.925,NA
0332,0332A,03A,03320262250A,26.225,26.592,NA
0332,0332A,03A,03320324980A,32.498,33.165,NA
0332,0332A,03A,03320578560A,57.856,60.759,NA
0332,0332A,03A,03320717030A,71.703,72.137,NA
0332,0332A,03A,03320726040A,72.604,73.605,NA
0332,0332A,03A,03320745060A,74.506,74.839,NA
0332,0332A,03A,03320880860A,88.086,88.853,NA
0332,0332A,03A,03321037010A,103.701,104.101,NA
0332,0332A,03A,03321111750A,111.175,112.243,NA
0332,0332A,03A,03321135110A,113.511,114.345,NA
0332,0332A,03A,03321293930A,129.393,130.027,NA
0332,0332A,03A,03321371000A,137.1,137.701,NA
0332,0332A,03A,03321379680A,137.968,138.502,NA
0332,0332A,03A,03321427060A,142.706,143.54,NA
0332,0332A,03A,03321691990A,169.199,169.999,NA
0332,0332A,03A,03321704330A,170.433,170.9,NA
0332,0332A,03A,03321824780A,182.478,183.179,NA
0332,0332A,03A,03321871490A,187.149,188.517,NA
0332,0332A,03A,03321889850A,188.985,189.619,NA
0332,0332A,03A,03321987270A,198.727,200.296,NA
0332,0332A,03A,03322131080A,213.108,213.575,NA
0332,0332A,03A,03322186800A,218.68,219.047,NA
0332,0332A,03A,03322275560A,227.556,228.223,NA
0332,0332A,03A,03322331950A,233.195,233.795,NA
0332,0332A,03A,03322397680A,239.768,240.135,NA
0332,0332A,03A,03322615220A,261.522,261.956,NA
0332,0332A,03A,03322627900A,262.79,263.157,NA
0332,0332A,03A,03322666270A,266.627,267.762,NA
0332,0332A,03A,03322702310A,270.231,270.665,NA
0332,0332A,03A,03322772710A,277.271,277.905,NA
0332,0332A,03A,03322787720A,278.772,279.24,NA
0332,0332A,03A,03322796730A,279.673,279.84,NA
0332,0332A,03A,03322850120A,285.012,285.613,NA
0332,0332A,03A,03323033630A,303.363,303.864,NA
0332,0332A,03A,03323043640A,304.364,304.731,NA
0332,0332A,03A,03323076340A,307.634,308.368,NA
0332,0332A,03A,03323157750A,315.775,316.009,NA
0332,0332A,03A,03323203800A,320.38,321.114,NA
0332,0332A,03A,03323266190A,326.619,327.487,NA
0332,0332A,03A,03323354610A,335.461,336.329,NA
0332,0332A,03A,03323391650A,339.165,339.932,NA
0332,0332A,03A,03323423350A,342.335,342.702,NA
0332,0332A,03A,03323428020A,342.802,343.402,NA
0332,0332A,03A,03323461050A,346.105,346.472,NA
0332,0332A,03A,03323551470A,355.147,355.648,NA
0332,0332A,03A,03323570160A,357.016,357.55,NA
0332,0332A,03A,03323667250A,366.725,367.593,NA
0332,0332A,03A,03323720640A,372.064,373.932,NA
0332,0332A,03A,03323866110A,386.611,388.08,NA
0332,0332A,03A,03323959870A,395.987,397.122,NA
0332,0332A,03A,03324008590A,400.859,401.259,NA
0332,0332A,03A,03324060640A,406.064,406.431,NA
0332,0332A,03A,03324150060A,415.006,415.44,NA
0332,0332A,03A,03324168740A,416.874,417.709,NA
0332,0332A,03A,03324290530A,429.053,429.887,NA
0332,0332A,03A,03324441680A,444.168,444.702,NA
0332,0332A,03A,03324450690A,445.069,445.769,NA
0332,0332A,03A,03324473710A,447.371,447.971,NA
0332,0332A,03A,03324484390A,448.439,448.906,NA
0332,0332A,03A,03324612840A,461.284,461.718,NA
0332,0332A,03A,03324667230A,466.723,468.492,NA
0332,0332A,03A,03324715950A,471.595,471.828,NA
0332,0332A,03A,03324733300A,473.33,474.064,NA
0332,0332A,03A,03324743640A,474.364,475.065,NA
0332,0332A,03A,03324769000A,476.9,477.267,NA
0332,0332A,03A,03324789680A,478.968,479.436,NA
0332,0332A,03A,03324816710A,481.671,482.205,NA
0332,0332A,03A,03324831390A,483.139,483.64,NA
0332,0332A,03A,03325031920A,503.192,503.759,NA
0332,0332A,03A,03325211760A,521.176,521.91,NA
0332,0332A,03A,03325236120A,523.612,525.214,NA
0332,0332A,03A,03325281830A,528.183,529.051,NA
0332,0332A,03A,03325453000A,545.3,546.301,NA
0332,0332A,03A,03325537080A,553.708,554.175,NA
0332,0332A,03A,03325548090A,554.809,555.143,NA
0332,0332A,03A,03325568780A,556.878,557.178,NA
0332,0332A,03A,03325638850A,563.885,564.986,NA
0332,0332B,03B,03320488470B,48.847,49.415,NA
0332,0332B,03B,03320698350B,69.835,70.635,NA
0332,0332B,03B,03320719370B,71.937,72.204,NA
0332,0332B,03B,03320742720B,74.272,74.439,NA
0332,0332B,03B,03320759410B,75.941,76.308,NA
0332,0332B,03B,03320777090B,77.709,78.043,NA
0332,0332B,03B,03321077380B,107.738,108.439,NA
0332,0332B,03B,03321432730B,143.273,143.94,NA
0332,0332B,03B,03321733690B,173.369,174.037,NA
0332,0332B,03B,03321825780B,182.578,183.045,NA
0332,0332B,03B,03321857150B,185.715,185.948,NA
0332,0332B,03B,03321885170B,188.517,188.784,NA
0332,0332B,03B,03321907530B,190.753,191.287,NA
0332,0332B,03B,03321937560B,193.756,193.989,NA
0332,0332B,03B,03321945230B,194.523,194.757,NA
0332,0332B,03B,03321960580B,196.058,196.392,NA
0332,0332B,03B,03321983940B,198.394,199.295,NA
0332,0332B,03B,03322134750B,213.475,213.776,NA
0332,0332B,03B,03322399340B,239.934,240.702,NA
0332,0332B,03B,03322556830B,255.683,256.084,NA
0332,0332B,03B,03323132730B,313.273,313.974,NA
0332,0332B,03B,03323525450B,352.545,353.012,NA
0332,0332B,03B,03323535120B,353.512,353.779,NA
0332,0332B,03B,03323594850B,359.485,359.618,NA
0332,0332B,03B,03323600850B,360.085,360.352,NA
0332,0332B,03B,03323663250B,366.325,366.558,NA
0332,0332B,03B,03324006250B,400.625,400.925,NA
0332,0332B,03B,03324017600B,401.76,401.893,NA
0332,0332B,03B,03324124700B,412.47,412.737,NA
0332,0332B,03B,03324544110B,454.411,454.845,NA
0332,0332B,03B,03324610510B,461.051,461.151,NA
0332,0332B,03B,03324622850B,462.285,462.653,NA
0332,0332B,03B,03324641540B,464.154,464.521,NA
0332,0332B,03B,03324660890B,466.089,466.823,NA
0332,0332B,03B,03324741300B,474.13,474.898,NA
0332,0332B,03B,03324814380B,481.438,482.072,NA
0332,0332B,03B,03325210760B,521.076,521.41,NA
0332,0332B,03B,03325265150B,526.515,526.648,NA
0332,0332B,03B,03325282830B,528.283,528.45,NA
0332,0332B,03B,03325318540B,531.854,532.054,NA
0332,0332B,03B,03325451670B,545.167,545.367,NA
0332,0332B,03B,03325473690B,547.369,547.502,NA
0332,0332B,03B,03325530740B,553.074,553.475,NA
0332,0332B,03B,03325567780B,556.778,557.345,NA
0332,0332B,03B,03325594470B,559.447,559.614,NA
0332,0332B,03B,03325612160B,561.216,561.449,NA
0332,0332C,03C,03320143470C,14.347,14.747,NA
0332,0332C,03C,03320256250C,25.625,26.192,NA
0332,0332C,03C,03320386710C,38.671,39.004,NA
0332,0332C,03C,03320392380C,39.238,39.672,NA
0332,0332C,03C,03320496150C,49.615,50.015,NA
0332,0332C,03C,03320541860C,54.186,55.187,NA
0332,0332C,03C,03320694010C,69.401,70.836,NA
0332,0332C,03C,03320878520C,87.852,88.319,NA
0332,0332C,03C,03320890530C,89.053,89.42,NA
0332,0332C,03C,03320897210C,89.721,90.555,NA
0332,0332C,03C,03320963940C,96.394,96.828,NA
0332,0332C,03C,03321033010C,103.301,103.868,NA
0332,0332C,03C,03321157460C,115.746,116.013,NA
0332,0332C,03C,03321204510C,120.451,121.418,NA
0332,0332C,03C,03321233870C,123.387,124.288,NA
0332,0332C,03C,03321427060C,142.706,143.64,NA
0332,0332C,03C,03321464100C,146.41,146.576,NA
0332,0332C,03C,03321645270C,164.527,164.894,NA
0332,0332C,03C,03321740700C,174.07,174.837,NA
0332,0332C,03C,03321883840C,188.384,188.851,NA
0332,0332C,03C,03321939230C,193.923,194.29,NA
0332,0332C,03C,03321963580C,196.358,197.326,NA
0332,0332C,03C,03321976260C,197.626,198.394,NA
0332,0332C,03C,03321990940C,199.094,200.095,NA
0332,0332C,03C,03322250530C,225.053,225.454,NA
0332,0332C,03C,03322280900C,228.09,229.057,NA
0332,0332C,03C,03322551490C,255.149,255.55,NA
0332,0332C,03C,03322695970C,269.597,270.298,NA
0332,0332C,03C,03322756030C,275.603,275.903,NA
0332,0332C,03C,03322848450C,284.845,285.045,NA
0332,0332C,03C,03322951890C,295.189,295.722,NA
0332,0332C,03C,03323092360C,309.236,310.403,NA
0332,0332C,03C,03324786010C,478.601,479.069,NA
0332,0332C,03C,03325105330C,510.533,510.7,NA
0332,0332C,03C,03325234790C,523.479,523.612,NA
0332,0332C,03C,03325451330C,545.133,545.467,NA
0332,0332C,03C,03325477360C,547.736,548.136,NA
0332,0332C,03C,03325596140C,559.614,559.914,NA
0432,0432A,04A,04320285940A,28.594,28.761,NA
0432,0432A,04A,04321264570A,126.457,126.69,NA
0432,0432A,04A,04321525820A,152.582,153.049,NA
0432,0432A,04A,04321531830A,153.183,153.95,NA
0432,0432A,04A,04321874500A,187.45,187.817,NA
0432,0432A,04A,04321889850A,188.985,189.552,NA
0432,0432A,04A,04321912870A,191.287,192.421,NA
0432,0432A,04A,04321948240A,194.824,195.091,NA
0432,0432A,04A,04321990940A,199.094,199.295,NA
0432,0432A,04A,04321997620A,199.762,200.196,NA
0432,0432A,04A,04322037320A,203.732,204.166,NA
0432,0432A,04A,04322062010A,206.201,206.435,NA
0432,0432A,04A,04322114070A,211.407,211.54,NA
0432,0432A,04A,04322423370A,242.337,242.437,NA
0432,0432A,04A,04322550160A,255.016,255.383,NA
0432,0432A,04A,04322701970A,270.197,270.665,NA
0432,0432A,04A,04322886490A,288.649,288.782,NA
0432,0432A,04A,04322937540A,293.754,293.921,NA
0432,0432A,04A,04322988920A,298.892,299.159,NA
0432,0432A,04A,04323322250A,332.225,332.325,NA
0432,0432A,04A,04323334930A,333.493,333.726,NA
0432,0432A,04A,04323856100A,385.61,386.011,NA
0432,0432A,04A,04323909490A,390.949,391.283,NA
0432,0432A,04A,04323954530A,395.453,395.754,NA
0432,0432A,04A,04323973890A,397.389,397.656,NA
0432,0432A,04A,04323995910A,399.591,399.958,NA
0432,0432A,04A,04324021930A,402.193,402.594,NA
0432,0432A,04A,04324059640A,405.964,406.331,NA
0432,0432A,04A,04324128370A,412.837,413.071,NA
0432,0432A,04A,04324145720A,414.572,414.806,NA
0432,0432A,04A,04324242820A,424.282,424.549,NA
0432,0432A,04A,04324685250A,468.525,468.792,NA
0432,0432A,04A,04324973870A,497.387,497.72,NA
0432,0432A,04A,04325025920A,502.592,502.758,NA
0432,0432A,04A,04325591470A,559.147,559.314,NA
0432,0432A,04A,04325626500A,562.65,564.185,NA
0432,0432A,04A,04325659870A,565.987,566.421,NA
0432,0432B,04B,04320421070B,42.107,42.608,NA
0432,0432B,04B,04321365000B,136.5,136.934,NA
0432,0432B,04B,04321809430B,180.943,181.043,NA
0432,0432B,04B,04322067020B,206.702,206.969,NA
0432,0432B,04B,04322222170B,222.217,222.317,NA
0432,0432B,04B,04322292570B,229.257,229.591,NA
0432,0432B,04B,04322421700B,242.17,242.404,NA
0432,0432B,04B,04322443390B,244.339,244.539,NA
0432,0432B,04B,04322447060B,244.706,244.906,NA
0432,0432B,04B,04322507780B,250.778,250.945,NA
0432,0432B,04B,04322528140B,252.814,253.014,NA
0432,0432B,04B,04322576520B,257.652,257.785,NA
0432,0432B,04B,04322624570B,262.457,262.79,NA
0432,0432B,04B,04322646250B,264.625,264.892,NA
0432,0432B,04B,04322708310B,270.831,270.998,NA
0432,0432B,04B,04322717990B,271.799,271.999,NA
0432,0432B,04B,04322753360B,275.336,275.569,NA
0432,0432B,04B,04322968570B,296.857,297.057,NA
0432,0432B,04B,04323056320B,305.632,305.732,NA
0432,0432B,04B,04323179780B,317.978,318.244,NA
0432,0432B,04B,04323199790B,319.979,320.113,NA
0432,0432B,04B,04323285210B,328.521,328.655,NA
0432,0432B,04B,04323297890B,329.789,329.989,NA
0432,0432B,04B,04323320580B,332.058,332.392,NA
0432,0432B,04B,04323330920B,333.092,333.226,NA
0432,0432B,04B,04323363290B,336.329,336.429,NA
0432,0432B,04B,04323412670B,341.267,341.4,NA
0432,0432B,04B,04323427680B,342.768,342.835,NA
0432,0432B,04B,04323457380B,345.738,346.439,NA
0432,0432B,04B,04323571160B,357.116,357.516,NA
0432,0432B,04B,04323581170B,358.117,358.551,NA
0432,0432B,04B,04323659240B,365.924,366.458,NA
0432,0432B,04B,04323709290B,370.929,371.13,NA
0432,0432B,04B,04323828410B,382.841,383.075,NA
0432,0432B,04B,04324034610B,403.461,403.728,NA
0432,0432B,04B,04324064640B,406.464,406.898,NA
0432,0432B,04B,04324083660B,408.366,408.666,NA
0432,0432B,04B,04324373280B,437.328,437.928,NA
0432,0432B,04B,04324438670B,443.867,444.034,NA
0432,0432B,04B,04324480380B,448.038,448.238,NA
0432,0432B,04B,04324545450B,454.545,454.745,NA
0432,0432B,04B,04324571800B,457.18,457.447,NA
0432,0432B,04B,04325298520B,529.852,530.018,NA
0432,0432C,04C,04320052050C,5.205,5.371,NA
0432,0432C,04C,04320662310C,66.231,66.798,NA
0432,0432C,04C,04321133100C,113.31,113.811,NA
0432,0432C,04C,04321268570C,126.857,127.157,NA
0432,0432C,04C,04321462090C,146.209,146.643,NA
0432,0432C,04C,04321667960C,166.796,166.963,NA
0432,0432C,04C,04321805100C,180.51,180.81,NA
0432,0432C,04C,04321910530C,191.053,191.32,NA
0432,0432C,04C,04322394670C,239.467,239.534,NA
0432,0432C,04C,04322439050C,243.905,243.972,NA
0432,0432C,04C,04322485100C,248.51,248.676,NA
0432,0432C,04C,04322496440C,249.644,250.311,NA
0432,0432C,04C,04322540480C,254.048,254.315,NA
0432,0432C,04C,04322911510C,291.151,291.852,NA
0432,0432C,04C,04322960230C,296.023,296.223,NA
0432,0432C,04C,04322986920C,298.692,299.159,NA
0432,0432C,04C,04323155080C,315.508,315.842,NA
0432,0432C,04C,04323217810C,321.781,322.048,NA
0432,0432C,04C,04323355610C,335.561,335.762,NA
0432,0432C,04C,04323507100C,350.71,351.01,NA
0432,0432C,04C,04323523780C,352.378,352.545,NA
0432,0432C,04C,04323659240C,365.924,366.458,NA
0432,0432C,04C,04323748330C,374.833,375,NA
0432,0432C,04C,04324079660C,407.966,408.499,NA
0432,0432C,04C,04324233470C,423.347,423.614,NA
0432,0432C,04C,04324278850C,427.885,428.185,NA
0432,0432C,04C,04324484390C,448.439,448.772,NA
0432,0432C,04C,04324503400C,450.34,450.874,NA
0432,0432C,04C,04324528430C,452.843,453.277,NA
0432,0432C,04C,04324858420C,485.842,485.975,NA
0432,0432C,04C,04324862760C,486.276,486.476,NA
0432,0432C,04C,04324907470C,490.747,491.147,NA
0432,0432C,04C,04324919480C,491.948,492.315,NA
0432,0432C,04C,04324980200C,498.02,498.654,NA
0432,0432C,04C,04325571780C,557.178,557.412,NA
0432,0432C,04C,04325610820C,561.082,561.182,NA
0532,0532A,05A,05320055050A,5.505,5.805,NA
0532,0532A,05A,05320122450A,12.245,12.545,NA
0532,0532A,05A,05320144470A,14.447,14.747,NA
0532,0532A,05A,05320219880A,21.988,22.422,NA
0532,0532A,05A,05320258250A,25.825,26.359,NA
0532,0532A,05A,05320317640A,31.764,32.531,NA
0532,0532A,05A,05320515830A,51.583,52.251,NA
0532,0532A,05A,05320537520A,53.752,54.219,NA
0532,0532A,05A,05320580230A,58.023,58.156,NA
0532,0532A,05A,05320589240A,58.924,59.091,NA
0532,0532A,05A,05320633620A,63.362,63.862,NA
0532,0532A,05A,05320641290A,64.129,64.229,NA
0532,0532A,05A,05320686330A,68.633,68.967,NA
0532,0532A,05A,05320717360A,71.736,72.17,NA
0532,0532A,05A,05320733710A,73.371,73.672,NA
0532,0532A,05A,05320745060A,74.506,74.839,NA
0532,0532A,05A,05320750730A,75.073,75.507,NA
0532,0532A,05A,05320758400A,75.84,76.174,NA
0532,0532A,05A,05320769400A,76.94,77.44,NA
0532,0532A,05A,05320781430A,78.143,78.576,NA
0532,0532A,05A,05320796440A,79.644,79.944,NA
0532,0532A,05A,05320807450A,80.745,81.279,NA
0532,0532A,05A,05320820130A,82.013,82.447,NA
0532,0532A,05A,05320834810A,83.481,84.482,NA
0532,0532A,05A,05320849490A,84.949,85.25,NA
0532,0532A,05A,05320864840A,86.484,87.152,NA
0532,0532A,05A,05320890200A,89.02,89.287,NA
0532,0532A,05A,05320907880A,90.788,91.155,NA
0532,0532A,05A,05320959600A,95.96,96.527,NA
0532,0532A,05A,05321046690A,104.669,104.802,NA
0532,0532A,05A,05321109750A,110.975,111.208,NA
0532,0532A,05A,05321363330A,136.333,136.6,NA
0532,0532A,05A,05321524150A,152.415,152.649,NA
0532,0532A,05A,05321621250A,162.125,162.392,NA
0532,0532A,05A,05321654950A,165.495,165.762,NA
0532,0532A,05A,05321715340A,171.534,171.701,NA
0532,0532A,05A,05321720350A,172.035,172.235,NA
0532,0532A,05A,05321726020A,172.602,172.869,NA
0532,0532A,05A,05321735030A,173.503,174.237,NA
0532,0532A,05A,05321750040A,175.004,175.104,NA
0532,0532A,05A,05321807430A,180.743,181.344,NA
0532,0532A,05A,05321932220A,193.222,193.322,NA
0532,0532A,05A,05322008630A,200.863,201.063,NA
0532,0532A,05A,05322094710A,209.471,209.938,NA
0532,0532A,05A,05322132420A,213.242,213.675,NA
0532,0532A,05A,05322181460A,218.146,219.348,NA
0532,0532A,05A,05322231850A,223.185,223.785,NA
0532,0532A,05A,05322310590A,231.059,231.526,NA
0532,0532A,05A,05322372990A,237.299,237.799,NA
0532,0532A,05A,05322476090A,247.609,249.944,NA
0532,0532A,05A,05322522800A,252.28,253.781,NA
0532,0532A,05A,05322555160A,255.516,255.817,NA
0532,0532A,05A,05322611220A,261.122,261.822,NA
0532,0532A,05A,05322676280A,267.628,268.629,NA
0532,0532A,05A,05322713650A,271.365,271.465,NA
0532,0532A,05A,05322730670A,273.067,273.267,NA
0532,0532A,05A,05322818420A,281.842,282.042,NA
0532,0532A,05A,05322894500A,289.45,290.05,NA
0532,0532A,05A,05322907510A,290.751,291.218,NA
0532,0532A,05A,05322927190A,292.719,292.953,NA
0532,0532A,05A,05322972910A,297.291,298.025,NA
0532,0532A,05A,05322989590A,298.959,299.459,NA
0532,0532A,05A,05323069000A,306.9,307.067,NA
0532,0532A,05A,05323113710A,311.371,311.471,NA
0532,0532A,05A,05323132400A,313.24,313.506,NA
0532,0532A,05A,05323257180A,325.718,326.92,NA
0532,0532A,05A,05323298890A,329.889,330.39,NA
0532,0532A,05A,05323327590A,332.759,333.66,NA
0532,0532A,05A,05323576500A,357.65,357.95,NA
0532,0532A,05A,05323724980A,372.498,372.931,NA
